Symbol,Company Name,Sector
LMFA,"LM Funding America, Inc. - Common Stock",Finance
LMNR,Limoneira Co - Common Stock,Consumer Staples
LNKB,"LINKBANCORP, Inc. - Common Stock",
LNSR,"LENSAR, Inc. - Common Stock",Health Care
LNT,Alliant Energy Corporation - Common Stock,Utilities
LNTH,"Lantheus Holdings, Inc. - Common Stock",Health Care
LNW,"Light & Wonder, Inc.  - Common Stock",Technology
LNZA,"LanzaTech Global, Inc. - Common Stock",Industrials
LNZAW,"LanzaTech Global, Inc. - Warrant",Industrials
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",Real Estate
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",Consumer Discretionary
LOGI,Logitech International S.A. - Registered Shares,Technology
LOOP,"Loop Industries, Inc. - Common Stock",Industrials
LOPE,"Grand Canyon Education, Inc. - Common Stock",Real Estate
LOVE,The Lovesac Company - Common Stock,Consumer Discretionary
LPCN,Lipocine Inc. - Common Stock,Health Care
LPLA,LPL Financial Holdings Inc. - Common Stock,Finance
LPRO,Open Lending Corporation - Common Stock,Finance
LPSN,"LivePerson, Inc. - Common Stock",Technology
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",Technology
LPTX,"Leap Therapeutics, Inc. - Common Stock",Health Care
LQDA,Liquidia Corporation - Common Stock,Health Care
LQDT,"Liquidity Services, Inc. - Common Stock",Consumer Discretionary
LQR,LQR House Inc. - Common Stock,
LRCX,Lam Research Corporation - Common Stock,Technology
LRE,"Lead Real Estate Co., Ltd - American Depositary Shares",
LRFC,Logan Ridge Finance Corporation - Common Stock,Finance
LRGE,ClearBridge Large Cap Growth ESG ETF,
LRHC,La Rosa Holdings Corp. - Common Stock,
LRMR,"Larimar Therapeutics, Inc. - Common Stock",Health Care
LRND,IQ U.S. Large Cap R&D Leaders ETF,
LSAK,"Lesaka Technologies, Inc. - Common Stock",Finance
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",Finance
LSCC,Lattice Semiconductor Corporation - Common Stock,Technology
LSDI,Lucy Scientific Discovery Inc. - Common Stock,Health Care
LSEA,Landsea Homes Corporation - Common Stock,Consumer Discretionary
LSEAW,Landsea Homes Corporation - Warrant,Consumer Discretionary
LSTA,"Lisata Therapeutics, Inc. - Common Stock",Health Care
LSTR,"Landstar System, Inc. - Common Stock",Industrials
LSXMA,Liberty Media Corporation - Series A Liberty SiriusXM Common Stock,Industrials
LSXMB,Liberty Media Corporation - Series B Liberty SiriusXM Common Stock,Industrials
LSXMK,Liberty Media Corporation - Series C Liberty SiriusXM Common Stock,Consumer Discretionary
LTBR,Lightbridge Corporation - Common Stock,Consumer Discretionary
LTRN,Lantern Pharma Inc. - Common Stock,Health Care
LTRX,"Lantronix, Inc. - Common Stock",Telecommunications
LTRY,"Lottery.com, Inc. - Common Stock",Technology
LTRYW,"Lottery.com, Inc. - Warrant",Technology
LUCD,Lucid Diagnostics Inc. - Common Stock,Health Care
LUCY,"Innovative Eyewear, Inc. - Common Stock",Health Care
LUCYW,"Innovative Eyewear, Inc. - Warrants",Health Care
LULU,lululemon athletica inc. - Common Stock,Consumer Discretionary
LUMO,"Lumos Pharma, Inc. - Common Stock",Health Care
LUNA,Luna Innovations Incorporated - Common Stock,Health Care
LUNG,Pulmonx Corporation - Common Stock,Health Care
LUNR,"Intuitive Machines, Inc. - Class A Common Stock",Industrials
LUNRW,"Intuitive Machines, Inc. - Warrants",Industrials
LUXH,LuxUrban Hotels Inc. - Common Stock,Finance
LUXHP,LuxUrban Hotels Inc. - 13.00% Series A Cumulative Redeemable Preferred Stock,
LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,
LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",Consumer Discretionary
LVO,"LiveOne, Inc. - Common Stock",Consumer Discretionary
LVOX,"LiveVox Holdings, Inc. - Class A Common Stock",Technology
LVOXU,"LiveVox Holdings, Inc. - Unit",Technology
LVOXW,"LiveVox Holdings, Inc. - Warrant",Technology
LVRO,Lavoro Limited - Class A Ordinary Shares,Finance
LVROW,Lavoro Limited - Warrant,Finance
LVTX,LAVA Therapeutics N.V. - Ordinary Shares,Health Care
LWAY,"Lifeway Foods, Inc. - Common Stock",Consumer Staples
LWLG,"Lightwave Logic, Inc. - Common Stock",Industrials
LX,LexinFintech Holdings Ltd. - American Depositary Shares,Finance
LXEH,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",Real Estate
LXEO,"Lexeo Therapeutics, Inc. - Common Stock",
LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",Health Care
LYEL,"Lyell Immunopharma, Inc. - Common Stock",Health Care
LYFT,"Lyft, Inc. - Class A Common Stock",Consumer Discretionary
LYRA,"Lyra Therapeutics, Inc. - Common Stock",Health Care
LYT,Lytus Technologies Holdings PTV. Ltd. - Common Shares,Technology
LYTS,LSI Industries Inc. - Common Stock,Consumer Discretionary
LZ,"LegalZoom.com, Inc. - Common Stock",Technology
MACA,Moringa Acquisition Corp - Class A Ordinary Shares,Finance
MACAU,Moringa Acquisition Corp - Units,Finance
MACAW,Moringa Acquisition Corp - Warrant,Finance
MACK,"Merrimack Pharmaceuticals, Inc. - Common Stock",Health Care
MAGS,Roundhill Magnificent Seven ETF,
MAMA,"Mama's Creations, Inc. - Common Stock",Consumer Staples
MANH,"Manhattan Associates, Inc. - Common Stock",Technology
MAPS,"WM Technology, Inc. - Class A Common Stock",Technology
MAPSW,"WM Technology, Inc. - Warrants",Technology
MAQC,Maquia Capital Acquisition Corporation - Class A Common Stock,Finance
MAQCU,Maquia Capital Acquisition Corporation - Unit,Finance
MAQCW,Maquia Capital Acquisition Corporation - Warrant,Finance
MAR,Marriott International - Class A Common Stock,Consumer Discretionary
MARA,"Marathon Digital Holdings, Inc. - Common Stock",Technology
MARK,"Remark Holdings, Inc. - Common Stock",Consumer Discretionary
MARPS,Marine Petroleum Trust - Units of Beneficial Interest,Energy
MARX,Mars Acquisition Corp. - Ordinary Shares,Finance
MARXR,Mars Acquisition Corp. - Rights,Finance
MARXU,Mars Acquisition Corp. - Unit,Finance
MASI,Masimo Corporation - Common Stock,Health Care
MASS,908 Devices Inc. - Common Stock,Health Care
MAT,"Mattel, Inc. - Common Stock",Consumer Discretionary
MATH,Metalpha Technology Holding Limited - Ordinary Shares,Finance
MATW,Matthews International Corporation - Class A Common Stock,Telecommunications
MAXI,Simplify Bitcoin Strategy PLUS Income ETF,
MAXN,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",Technology
MAYS,"J. W. Mays, Inc. - Common Stock",Real Estate
MBB,iShares MBS ETF,
MBCN,Middlefield Banc Corp. - Common Stock,Finance
MBIN,Merchants Bancorp - Common Stock,Finance
MBINM,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",Finance
MBINN,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,Finance
MBINO,Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate,Finance
MBINP,Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,Finance
MBIO,"Mustang Bio, Inc. - Common Stock",Health Care
MBLY,Mobileye Global Inc. - Class A Common Stock,Technology
MBNKP,"Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",Finance
MBOT,Microbot Medical Inc.  - Common Stock,Health Care
MBRX,"Moleculin Biotech, Inc. - Common Stock",Health Care
MBTC,Nocturne Acquisition Corporation - Ordinary Shares,Finance
MBTCR,Nocturne Acquisition Corporation - Right,Finance
MBTCU,Nocturne Acquisition Corporation - Unit,Finance
MBUU,"Malibu Boats, Inc. - Common Stock",Industrials
MBWM,Mercantile Bank Corporation - Common Stock,Finance
MCAA,Mountain & Co. I Acquisition Corp. - Class A Ordinary Shares,Finance
MCAAU,Mountain & Co. I Acquisition Corp. - Unit,Finance
MCAAW,Mountain & Co. I Acquisition Corp. - Warrant,Finance
MCAC,Monterey Capital Acquisition Corporation - Class A Common Stock,Finance
MCACR,Monterey Capital Acquisition Corporation - Rights,Finance
MCACU,Monterey Capital Acquisition Corporation - Unit,Finance
MCACW,Monterey Capital Acquisition Corporation - Warrants,Finance
MCAF,Mountain Crest Acquisition Corp. IV - Common Stock,Finance
MCAFR,Mountain Crest Acquisition Corp. IV - Rights,Finance
MCAFU,Mountain Crest Acquisition Corp. IV - Unit,Finance
MCAG,Mountain Crest Acquisition Corp. V - Common Stock,Finance
MCAGR,Mountain Crest Acquisition Corp. V - Right,Finance
MCAGU,Mountain Crest Acquisition Corp. V - Unit,Finance
MCBC,Macatawa Bank Corporation - Common Stock,Finance
MCBS,"MetroCity Bankshares, Inc. - Common Stock",Finance
MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",Industrials
MCHI,iShares MSCI China ETF,
MCHP,Microchip Technology Incorporated - Common Stock,Technology
MCHX,"Marchex, Inc. - Class B Common Stock",Consumer Discretionary
MCOM,micromobility.com Inc. - Class A Common Stock,
MCOMW,micromobility.com Inc. - Warrant,
MCRB,"Seres Therapeutics, Inc. - Common Stock",Health Care
MCRI,"Monarch Casino & Resort, Inc. - Common Stock",Consumer Discretionary
MCSE,Martin Currie Sustainable International Equity ETF,
MCVT,"Mill City Ventures III, Ltd. - Common Stock",Finance
MDAI,"Spectral AI, Inc. - Class A Common Stock",Health Care
MDAIW,"Spectral AI, Inc. - Warrants",Health Care
MDB,"MongoDB, Inc. - Class A Common Stock",Technology
MDBH,"MDB Capital Holdings, LLC - Class A common ",
MDCP,VictoryShares THB Mid Cap ESG ETF,
MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",Health Care
MDGS,Medigus Ltd. - American Depositary Shares,Health Care
MDIA,Mediaco Holding Inc. - Class A Common Stock,Consumer Discretionary
MDIV,Multi-Asset Diversified Income Index Fund,
MDJH,MDJM LTD - Ordinary Shares,Finance
MDLZ,"Mondelez International, Inc. - Class A Common Stock",Consumer Staples
MDRR,"Medalist Diversified REIT, Inc. - Common Stock",Real Estate
MDRRP,"Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock",Real Estate
MDRX,Veradigm Inc. - common stock,Technology
MDVL,"MedAvail Holdings, Inc.  - Common Stock",Consumer Staples
MDWD,MediWound Ltd. - Ordinary Shares,Health Care
MDWT,Midwest Holding Inc. - Common Stock,
MDXG,"MiMedx Group, Inc - Common Stock",Health Care
MDXH,MDxHealth SA - Ordinary Shares,
ME,23andMe Holding Co. - Common Stock,Health Care
MEDP,"Medpace Holdings, Inc. - Common Stock",Health Care
MEDS,"TRxADE HEALTH, Inc. - Common Stock",Health Care
MEDX,Horizon Kinetics Medical ETF,
MEGL,Magic Empire Global Limited - Ordinary Shares,Finance
MEIP,"MEI Pharma, Inc. - Common Stock",Health Care
MELI,"MercadoLibre, Inc. - Common Stock",Consumer Discretionary
MEOH,Methanex Corporation - Common Stock,Industrials
MERC,Mercer International Inc. - Common Stock,Basic Materials
MESA,"Mesa Air Group, Inc. - Common Stock",Consumer Discretionary
MESO,Mesoblast Limited - American Depositary Shares,Health Care
META,"Meta Platforms, Inc. - Class A Common Stock",Technology
METC,"Ramaco Resources, Inc. - Class A Common Stock",Energy
METCB,"Ramaco Resources, Inc. - Class B Common Stock",Energy
METCL,"Ramaco Resources, Inc. - 9.00% Senior Notes due 2026",Energy
MFH,Mercurity Fintech Holding Inc. - American Ordinary Shares,Finance
MFIC,MidCap Financial Investment Corporation - Closed End Fund,Finance
MFIN,Medallion Financial Corp. - Common Stock,Finance
MFLX,First Trust Flexible Municipal High Income ETF,
MGAM,Mobile Global Esports Inc. - Common Stock,Consumer Discretionary
MGEE,MGE Energy Inc. - Common Stock,Energy
MGIC,Magic Software Enterprises Ltd. - Ordinary Shares,Technology
MGIH,Millennium Group International Holdings Limited - Ordinary Shares,Consumer Discretionary
MGNI,"Magnite, Inc. - Common Stock",Consumer Discretionary
MGNX,"MacroGenics, Inc. - Common Stock",Health Care
MGOL,MGO Global Inc. - Common Stock,Consumer Discretionary
MGPI,"MGP Ingredients, Inc. - Common Stock",Consumer Staples
MGRC,McGrath RentCorp - Common Stock,Consumer Discretionary
MGRM,Monogram Orthopaedics Inc. - Common Stock,Health Care
MGRX,"Mangoceuticals, Inc. - Common Stock",Technology
MGTX,MeiraGTx Holdings plc - Ordinary Shares,Health Care
MGYR,"Magyar Bancorp, Inc. - Common Stock",Finance
MHLD,"Maiden Holdings, Ltd. - Common Stock",Finance
MHUA,"Meihua International Medical Technologies Co., Ltd. - Ordinary Shares",Health Care
MICS,"The Singing Machine Company, Inc. - Common Stock",Consumer Staples
MIDD,The Middleby Corporation - Common Stock,Industrials
MIGI,Mawson Infrastructure Group Inc. - Common Stock,Finance
MILN,Global X Millennial Consumer ETF,
MIND,"MIND Technology, Inc. - Common Stock",Industrials
MINDP,"MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock",Industrials
MINM,"Minim, Inc. - Common Stock",Utilities
MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",Health Care
MIRM,"Mirum Pharmaceuticals, Inc. - common stock",Health Care
MIST,Milestone Pharmaceuticals Inc. - Common Shares,Health Care
MITA,Coliseum Acquisition Corp. - Class A Ordinary Share,Finance
MITAU,Coliseum Acquisition Corp. - Unit,Finance
MITAW,Coliseum Acquisition Corp. - Warrant,Finance
MITK,"Mitek Systems, Inc. - Common Stock",Technology
MKAM,MKAM ETF,
MKSI,"MKS Instruments, Inc. - Common Stock",Industrials
MKTW,"MarketWise, Inc. - Class A Common Stock",Technology
MKTX,"MarketAxess Holdings, Inc. - Common Stock",Finance
MLAB,"Mesa Laboratories, Inc. - Common Stock",Industrials
MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares ,Consumer Discretionary
MLEC,Moolec Science SA - Ordinary shares,Finance
MLECW,Moolec Science SA - Warrant,Finance
MLGO,"MicroAlgo, Inc. - Ordinary Shares",Technology
MLKN,"MillerKnoll, Inc. - Common Stock",Consumer Discretionary
MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,Health Care
MLYS,"Mineralys Therapeutics, Inc. - Common Stock",Health Care
MMAT,Meta Materials Inc. - Common Stock,Technology
MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Energy
MMSI,"Merit Medical Systems, Inc. - Common Stock",Health Care
MMV,MultiMetaVerse Holdings Limited - Class A Ordinary Share,Finance
MMVWW,MultiMetaVerse Holdings Limited - Warrant,Finance
MMYT,MakeMyTrip Limited - Ordinary Shares,Consumer Discretionary
MNDO,MIND C.T.I. Ltd. - Ordinary Shares,Technology
MNDY,monday.com Ltd. - Ordinary Shares,Technology
MNKD,MannKind Corporation - Common Stock,Health Care
MNMD,Mind Medicine (MindMed) Inc. - Common Shares,Health Care
MNOV,"MediciNova, Inc. - Common Stock",Health Care
MNPR,Monopar Therapeutics Inc. - Common Stock,Health Care
MNRO,"Monro, Inc.  - Common Stock",Consumer Discretionary
MNSB,"MainStreet Bancshares, Inc. - Common Stock",Finance
MNSBP,"MainStreet Bancshares, Inc. - Depositary Shares",Finance
MNST,Monster Beverage Corporation - Common Stock,Consumer Staples
MNTK,"Montauk Renewables, Inc. - Common Stock",Utilities
MNTS,Momentus Inc. - Class A Common Stock,Industrials
MNTSW,Momentus Inc. - Warrant,Industrials
MNTX,"Manitex International, Inc. - common stock",Technology
MNY,MoneyHero Limited - Class A Ordinary Shares,
MNYWW,MoneyHero Limited - Warrants,
MOB,Mobilicom Limited - American Depositary Shares,Real Estate
MOBBW,Mobilicom Limited - Warrants,Real Estate
MODD,"Modular Medical, Inc. - common stock",Health Care
MODL,VictoryShares WestEnd U.S. Sector ETF,
MODV,ModivCare Inc. - Common Stock,Consumer Discretionary
MOFG,"MidWestOne Financial Group, Inc. - Common Stock",Finance
MOGO,Mogo Inc. - Common Shares,Finance
MOLN,Molecular Partners AG - American Depositary Shares,
MOMO,Hello Group Inc.  - American Depositary Shares,Technology
MOND,"Mondee Holdings, Inc. - Class A Common Stock",Consumer Discretionary
MOOD,Relative Sentiment Tactical Allocation ETF,
MOR,MorphoSys AG - American Depositary Shares,Health Care
MORF,"Morphic Holding, Inc. - Common Stock",Health Care
MORN,"Morningstar, Inc. - Common Stock",Finance
MOTS,"Motus GI Holdings, Inc. - Common Stock",Health Care
MOVE,Movano Inc. - Common Stock,Health Care
MPAA,"Motorcar Parts of America, Inc. - Common Stock",Consumer Discretionary
MPB,Mid Penn Bancorp - Common Stock,Finance
MPWR,"Monolithic Power Systems, Inc. - Common Stock",Technology
MQ,"Marqeta, Inc. - Class A Common Stock",Technology
MRAI,"Marpai, Inc. - Class A Common Stock",Health Care
MRAM,"Everspin Technologies, Inc. - Common Stock",Technology
MRBK,Meridian Corporation - Common Stock,Finance
MRCC,Monroe Capital Corporation - Closed End Fund,Finance
MRCY,Mercury Systems Inc - Common Stock,
MREO,Mereo BioPharma Group plc - American Depositary Shares,Health Care
MRIN,Marin Software Incorporated - Common Stock,Technology
MRKR,"Marker Therapeutics, Inc. - Common Stock",Health Care
MRM,MEDIROM Healthcare Technologies Inc. - American Depositary Share,Consumer Discretionary
MRNA,"Moderna, Inc. - Common Stock",Health Care
MRNS,"Marinus Pharmaceuticals, Inc. - Common Stock",Health Care
MRSN,"Mersana Therapeutics, Inc. - Common Stock",Health Care
MRTN,"Marten Transport, Ltd. - Common Stock",Industrials
MRTX,"Mirati Therapeutics, Inc. - Common Stock",Health Care
MRUS,Merus N.V. - Common Shares,Health Care
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",Health Care
MRVL,"Marvell Technology, Inc. - Common Stock",Technology
MSBI,"Midland States Bancorp, Inc. - Common Stock",Finance
MSBIP,"Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",Finance
MSEX,Middlesex Water Company - Common Stock,Utilities
MSFD,Direxion Daily MSFT Bear 1X Shares,
MSFT,Microsoft Corporation - Common Stock,Technology
MSFU,Direxion Daily MSFT Bull 1.5X Shares,
MSGM,Motorsport Games Inc. - Class A Common Stock,Technology
MSS,Maison Solutions Inc. - Class A Common Stock,
MSSA,Metal Sky Star Acquisition Corporation - Ordinary shares,Finance
MSSAR,Metal Sky Star Acquisition Corporation - Right,Finance
MSSAU,Metal Sky Star Acquisition Corporation - Unit,Finance
MSSAW,Metal Sky Star Acquisition Corporation - Warrant,Finance
MSTR,MicroStrategy Incorporated - Class A Common Stock,Technology
MTC,"MMTec, Inc. - Common Shares",Technology
MTCH,"Match Group, Inc. - Common Stock",Technology
MTEK,Maris-Tech Ltd. - ordinary shares,
MTEKW,Maris-Tech Ltd. - Warrants,
MTEM,"Molecular Templates, Inc. - Common Stock",Health Care
MTEX,"Mannatech, Incorporated - Common Stock",Health Care
MTLS,Materialise NV - American Depositary Shares,Technology
MTRX,Matrix Service Company - Common Stock,Consumer Discretionary
